ชื่อย่อหลักทรัพย์,กลุ่มอุตสาหกรรม,หมวดธุรกิจ,ที่อยู่,เบอร์โทรศัพท์,เบอร์โทรสาร,URL,พาร์,จำนวนหุ้นจดทะเบียน (ล้านหุ้น),มูลค่าหลักทรัพย์ตามราคาตลาด (ลบ.),ราคา (บาท/หุ้น),มูลค่าหุ้นทางบัญชีต่อหุ้น (บาท/หุ้น),P/BV (X),P/E (X),อัตราหมุนเวียนปริมาณการซื้อขาย (%),มูลค่าซื้อขาย/วัน (ลบ.),Beta,การเปลี่ยนแปลงของราคา (%),อัตราเงินปันผลตอบแทน (%),อัตราส่วนเงินปันผลต่อกำไร,นโยบายเงินปันผล,ผู้ถือหุ้นรายใหญ่,จำนวนหุ้น,สัดส่วนหุ้น,สินทรัพย์รวม,หนี้สินรวม,ส่วนของผู้ถือหุ้น,มูลค่าหุ้นที่เรียกชำระแล้ว,รายได้รวม,กำไร (ขาดทุน) จากกิจกรรมอื่น,กำไรสุทธิ,กำไรต่อหุ้น (บาท)
TSI,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,เลขที่ 87 เอ็ม.ไทย ทาวเวอร์ ออลซีซั่นส์ เพลส ชั้น15 ห้องเลขที่ 1 และ 4-6 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กทม. 10330,0-2853-8888,0-2853-8889,http://www.tsi.co.th,0.50 บาท,1902.91,723.11,0.38,0.20,1.94,,53.86,4.00,-0.31,2.70,,,จ่ายเงินปันผลให้แก่ผู้ถือหุ้นจากกำไรสุทธิ หลังหักภาษีเงินได้นิติบุคคลและการจัดสรรทุนสำรองตามกฎหมาย เมื่อไม่มีผลขาดทุนสะสม (โดยมีเงื่อนไขเพิ่มเติม),นาง สิริพร บุญวรุตม์,453466403,23.83,1303.09,931.23,371.87,951.46,134.61,-,0.72,-
TSR,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,43/9 หมู่ที่ 7 ซอยชูชาติอนุสรณ์ 4 ตำบลบางตลาด อำเภอปากเกร็ด นนทบุรี 11120,0-2819-8899,0-2962-6675,https://www.tsrplc.com,1.00 บาท,549.41,2494.33,4.54,2.30,1.97,135.57,146.32,31.43,1.47,55.48,0.88,1.19,ไม่น้อยกว่าร้อยละ 40 ของกำไรสุทธิภายหลังการหักภาษีเงินได้นิติบุคคลและการจัดสรรทุนสำรองตามกฎหมาย โดยพิจารณาจาก งบการเงินรวมของบริษัท (โดยมีเงื่อนไขเพิ่มเติม),บริษัท เบตเตอร์ ดรีมส์ จำกัด,144107715,26.23,1686.33,414.75,1264.40,549.41,331.24,-,19.66,0.04
TSTE,บริการ,ขนส่งและโลจิสติกส์,90 หมู่ 1 ซอยสยามไซโล ถนนปู่เจ้าสมิงพราย ตำบลสำโรงกลาง อำเภอพระประแดง สมุทรปราการ 10130,0-2183-4567,"0-2183-4561, 0-2183-4562",http://www.tstegroup.com,0.50 บาท,383.33,2779.12,7.25,9.19,0.79,20.48,0.18,0.05,0.01,2.11,2.76,0.56,ไม่น้อยกว่าร้อยละ 50 ของกำไรสุทธิของงบการเงินเฉพาะบริษัทหลังหักภาษีเงินได้นิติบุคคลและสำรองตามกฎหมายแล้ว (โดยมีเงื่อนไขเพิ่มเติม),บริษัท น้ำตาลขอนแก่น จำกัด (มหาชน),91301062,23.82,5530.35,1543.73,3521.43,191.66,595.82,1.78,45.95,0.12
TSTH,สินค้าอุตสาหกรรม,เหล็ก และ ผลิตภัณฑ์โลหะ,เลขที่ 555 อาคารรสาทาวเวอร์ 2 ชั้น 20 ถนนพหลโยธิน แขวงจตุจักร เขตจตุจักร กทม. 10900,0-2937-1000,0-2937-1223-4,http://www.tatasteelthailand.com,1.00 บาท,8421.54,11032.22,1.31,1.49,0.88,4.24,25.97,31.17,1.60,-10.27,3.82,0.16,จากกำไรสุทธิหลังหักภาษี และหลังจากหักเงินทุนสำรองตามกฎหมาย (โดยมีเงื่อนไขเพิ่มเติม),T S GLOBAL HOLDINGS PTE. LTD.,5718472083,67.90,15492.68,2912.97,12589.63,8421.54,32640.33,-,2602.10,0.31
TTA,บริการ,ขนส่งและโลจิสติกส์,"อาคารอรกานต์ ชั้น 8, 26/26-27 ซอยชิดลม ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม. 10330",0-2250-0569-74,"0-2253-9497, 0-2254-8436",http://www.thoresen.com,1.00 บาท,1822.46,17495.66,9.60,12.14,0.79,3.76,169.62,294.45,1.80,0.52,2.29,0.09,อย่างน้อยร้อยละ 25 ของกำไรสุทธิของงบการเงินรวมหลังหักภาษีเงินได้ แต่ไม่รวมกำไรหรือขาดทุนจากอัตราแลกเปลี่ยนที่ยังไม่เกิดขึ้นจริง ทั้งนี้ขึ้นอยู่กับแผนการลงทุน และปัจจัยที่เกี่ยวข้องอื่นๆ (โดยมีเงื่อนไขเพิ่มเติม),"CREDIT SUISSE AG, SINGAPORE BRANCH",150000000,8.23,38325.87,13198.25,22121.26,1822.46,6127.13,48.69,979.84,0.54
TTB,ธุรกิจการเงิน,ธนาคาร,3000 ถนนพหลโยธิน แขวงจอมพล เขตจตุจักร กทม. 10900,"0-2299-1111, 0-2617-9111",0-2299-2758,https://www.ttbbank.com,0.95 บาท,96622.87,122711.05,1.27,2.21,0.58,11.27,49.71,616.04,1.40,-13.61,2.99,0.34,จ่ายเงินปันผลให้แก่ผู้ถือหุ้นจากงบการเงินเฉพาะของธนาคาร โดยคำนึงถึงผลตอบแทนของผู้ถือหุ้นในระยะยาว (โดยมีเงื่อนไขเพิ่มเติม),ING BANK N.V.,22190033791,22.97,1789197.93,1575975.57,213221.22,91791.73,19290.12,617.65,3194.90,0.03
TTCL,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,"159/41-44 อาคารเสริมมิตรทาวเวอร์ ชั้น 27 - 30, สุขุมวิท 21(อโศก) แขวงคลองเตยเหนือ เขตวัฒนา กทม. 10110",0-2260-8505,0-2260-8525-6,http://www.ttcl.com,1.00 บาท,616.00,3110.80,5.05,5.36,0.94,3.52,198.28,57.74,1.93,11.73,,-,ไม่ต่ำกว่าร้อยละ 50 ของกำไรสุทธิหลังจากหักภาษีและเงินสำรองตามกฎหมาย (โดยมีเงื่อนไขเพิ่มเติม),บริษัท โกลบอล บิสซิเนส แมเนจเมนท์ จำกัด,38634900,6.27,14882.09,11395.22,3302.53,616.00,2624.86,36.33,548.77,0.87
TTI,สินค้าอุปโภคบริโภค,แฟชั่น,385 หมู่1 ซอยบางเมฆขาว ถนนสุขุมวิท ตำบลท้ายบ้าน อำเภอเมือง สมุทรปราการ 10280,0-2703-8484,"0-2387-1983, 0-2387-0894",http://www.tti.co.th,10.00 บาท,50.00,1325.00,26.50,49.09,0.54,14.19,0.11,0.01,0.53,-0.93,1.89,0.27,ไม่น้อยกว่า 50-60% ของกำไรสุทธิ,นาย กำจร ชื่นชูจิตต์,11712167,23.42,3676.00,1071.23,2454.56,500.00,644.68,-,36.18,0.72
TTT,สินค้าอุปโภคบริโภค,แฟชั่น,อาคารบุปผจิต ชั้น 5 เลขที่ 20 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กทม. 10500,0-2266-6600-7,0-2238-3957-8,http://www.toray.co.th,10.00 บาท,57.84,3239.04,56.00,119.47,0.47,563.28,0.43,0.13,0.25,1.82,1.79,10.06,พิจารณาจากผลประกอบการของบริษัท โครงสร้างทางการเงิน การลงทุนในอนาคต และปัจจัยภายนอกอื่นๆ ที่เกี่ยวข้อง (โดยมีเงื่อนไขเพิ่มเติม),"Toray Industries, Inc.",26022247,44.99,8457.50,1547.55,6909.95,578.40,8269.71,136.34,5.75,0.10
TTW,ทรัพยากร,พลังงานและสาธารณูปโภค,30/130 หมู่ 12 ถนนพุทธมณฑลสาย 5 ตำบลไร่ขิง อำเภอสามพราน นครปฐม 73210,"0-2019-9490-3, 0-2019-9484-9",0-2420-6064,http://www.ttwplc.com,1.00 บาท,3990.00,43491.00,10.90,3.71,2.94,14.42,9.40,40.24,0.08,-4.39,5.50,0.79,ไม่น้อยกว่าร้อยละ 50 ของกำไรสุทธิหลังหักภาษีเงินได้นิติบุคคล สำรองตามกฎหมาย และสำรองอื่นๆ ที่กำหนดไว้ในเงื่อนไขของสัญญาต่างๆ (โดยมีเงื่อนไขเพิ่มเติม),บริษัท มิตซุย วอเตอร์ โฮลดิ้งส์ (ประเทศไทย) จำกัด,1036500000,25.98,21160.40,6315.59,14806.96,3990.00,1408.83,9.67,613.27,0.15
TU,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,"อาคารเอส เอ็ม ทาวเวอร์ ชั้น M, 979/12 ถนนพหลโยธิน แขวงพญาไท เขตพญาไท กทม. 10400","0-2298-0024, 0-2298-0537-41",0-2298-0553,http://thaiunion.com,0.25 บาท,4771.82,81598.04,17.10,13.25,1.29,10.01,62.18,529.54,0.52,-12.31,5.56,0.56,อย่างน้อยร้อยละ 50 ของกำไรสุทธิของบริษัทฯ ปีละ 2 ครั้ง,บริษัท ไทยเอ็นวีดีอาร์ จำกัด,622775311,13.05,163671.71,99116.07,61666.21,1192.95,36547.63,100.59,1745.53,0.36
TU-PF,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,"ชั้น 23A, 25 อาคารเอเซียเซ็นเตอร์ เลขที่ 173/27-30, 32-33 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กทม. 10120",0-2786-2000,0-2786-2370-74,-,9.923 บาท,104.23,110.48,1.06,1.43,0.74,-,0.75,0.01,0.07,-10.92,,,จ่ายเงินปันผล อย่างน้อยปีละ 2 ครั้ง ภายใน 90 วันนับแต่วันสิ้นรอบปีบัญชี หรือวันสิ้นรอบระยะเวลาบัญชีที่มีการจ่ายเงินปันผลนั้น รอบการจ่ายเงินปันผลของกองทุนมีรอบประจำงวดมิถุนายน และ รอบประจำงวดธันวาคม (โดยมีเงื่อนไขเพิ่มเติม),-4.50,-3.71,-3.62,581.56,431.57,-,-,19.69,-0.08,-,-
TVD,บริการ,,เลขที่ 25 ถ.วัชรพล แขวงท่าแร้ง เขตบางเขน กทม. 10230,0-2666-0999,0-2666-0488,http://www.tvdirect.tv,0.50 บาท,1711.60,2430.47,1.42,0.46,5.90,,251.33,27.54,0.70,29.09,,,ไม่ต่ำกว่าร้อยละ 55 ของกำไรสุทธิหลังหักภาษีเงินได้นิติบุคคลสำหรับงบการเงินเฉพาะกิจการ และหลังหักเงินสำรองต่างๆ ทุกประเภทตามที่กฎหมายและบริษัทฯ ได้กำหนดไว้ (โดยมีเงื่อนไขเพิ่มเติม),Momo.com Inc.,191212578,21.35,1342.33,895.96,412.12,447.71,545.37,-0.31,-133.79,-0.15
